file,model,class_name,confidence,x1,y1,x2,y2
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,yolo,no-helmet,0.9224784970283508,0.4864834785461426,0.3126476764678955,0.600167179107666,0.49836020469665526
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,yolo,no-helmet,0.9157668948173523,0.22628648281097413,0.34802799224853515,0.3496227741241455,0.5080105781555175
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,yolo,no-boots,0.6950956583023071,0.32497029304504393,0.9537803649902343,0.3717911720275879,1.0
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,yolo,no-boots,0.694089949131012,0.3566118717193604,0.9699204444885254,0.41462459564208987,0.9997695922851563
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,ollama,person,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,ollama,helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,ollama,no-gloves,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,ollama,no-boots,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,qwen3-vl,person,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,qwen3-vl,no-helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,qwen3-vl,no-gloves,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,qwen3-vl,no-boots,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,qwen3-vl,no-vest,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,person,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,gloves,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,boots,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,vest,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,no-helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,no-gloves,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,no-boots,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemma4,no-vest,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,minicpm-v,person,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,minicpm-v,boots,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,minicpm-v,no-helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,minicpm-v,no-gloves,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,minicpm-v,no-vest,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,claude,person,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,claude,helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,claude,no-helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,claude,no-gloves,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,claude,no-boots,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,claude,no-vest,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemini,person,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemini,no-helmet,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemini,no-gloves,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemini,no-boots,,,,,
anuragraj03__frame00021_png.rf.38d421896f6c4c90266c4580f83c69e1,gemini,no-vest,,,,,
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,yolo,no-helmet,0.8786530494689941,0.2743984222412109,0.410922908782959,0.32975919246673585,0.5298199653625488
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,yolo,no-helmet,0.8462286591529846,0.4134077072143555,0.52482008934021,0.4686924457550049,0.6229533195495606
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,yolo,no-boots,0.7732747197151184,0.4125152587890625,0.859164810180664,0.44529709815979,0.9019606590270997
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,yolo,no-boots,0.7611739635467529,0.3224064826965332,0.9480969429016113,0.3636173248291016,0.9946129798889161
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,yolo,no-boots,0.589508593082428,0.3511709928512573,0.9077415466308594,0.3779268980026245,0.9581311225891114
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,yolo,no-boots,0.4225722551345825,0.44164133071899414,0.8699736595153809,0.46334362030029297,0.917364501953125
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,ollama,person,,,,,
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,qwen3-vl,person,,,,,
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,qwen3-vl,no-helmet,,,,,
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,qwen3-vl,no-gloves,,,,,
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,qwen3-vl,no-boots,,,,,
anuragraj03__frame00021_png.rf.6351ffaa10ce9e287cc0f1d232aee57e,qwen3-vl,no-vest,,,,,
