file,model,class_name,confidence,x1,y1,x2,y2
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8862192034721375,0.4416999816894531,0.35552158355712893,0.4900191783905029,0.4448878765106201
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8796907663345337,0.729665994644165,0.43993391990661623,0.7867332458496094,0.5324960708618164
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8775490522384644,0.7362653255462647,0.38450040817260744,0.78129563331604,0.4574429512023926
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8712739944458008,0.19825165271759032,0.5555074214935303,0.24523916244506835,0.6612295150756836
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,0.8613972067832947,0.2530100345611572,0.42919082641601564,0.2947260856628418,0.5106692790985108
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-boots,0.836371898651123,0.6448818683624268,0.7086727619171143,0.6988541126251221,0.7565147876739502
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-boots,0.8303918242454529,0.6641039371490478,0.7379007339477539,0.7136437892913818,0.7763105392456054
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.8241090774536133,0.22276544570922852,0.7869903087615967,0.25955562591552733,0.8275903701782227
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.7556126713752747,0.26057651042938235,0.7751092433929443,0.28889055252075196,0.8069519996643066
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.6860610246658325,0.417142391204834,0.7807834625244141,0.45116415023803713,0.8246966361999511
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,0.4627368152141571,0.4437058448791504,0.7346971988677978,0.48584675788879395,0.7873847484588623
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,no-vest,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,vest,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,no-helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,no-gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,no-vest,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,claude,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,claude,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,claude,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,claude,vest,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,claude,no-gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,person,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,no-helmet,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,no-gloves,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,no-boots,,,,,
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemini,no-vest,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,no-boots,0.9284675717353821,0.7506561279296875,0.677603006362915,0.789223313331604,0.7180523872375488
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,boots,0.9284593462944031,0.8745609521865845,0.7582034269968668,0.9108778834342957,0.8439180056254069
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,boots,0.8864954710006714,0.8481307029724121,0.7596578598022461,0.8798791170120239,0.8304295539855957
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,no-boots,0.6915622353553772,0.797261655330658,0.720346212387085,0.8258135914802551,0.7605358759562174
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,person,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,helmet,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,boots,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,vest,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,no-helmet,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,no-gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,no-boots,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,no-vest,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,person,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-helmet,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-boots,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-vest,,,,,
