file,model,class_name,present,parse_error
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,person,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,helmet,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,gloves,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,boots,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,vest,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-helmet,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-gloves,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-boots,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,yolo,no-vest,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,person,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,helmet,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,gloves,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,boots,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,vest,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-helmet,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-gloves,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-boots,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,ollama,no-vest,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,person,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,helmet,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,gloves,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,boots,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,vest,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,no-helmet,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,no-gloves,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,no-boots,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,qwen3-vl,no-vest,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,person,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,helmet,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,gloves,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,boots,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,vest,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,no-helmet,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,no-gloves,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,no-boots,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,gemma4,no-vest,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,person,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,helmet,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,gloves,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,boots,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,vest,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,no-helmet,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,no-gloves,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,no-boots,False,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,minicpm-v,no-vest,True,False
anuragraj03__frame00021_png.rf.6f750430bf2c2ad4d0d34dd36a9377d0,claude,person,True,False
